,Tier,Segment,Institution_Name,Chief Information Security Officer,Head of Governance Risk & Compliance,Chief Financial Officer,Chief Risk Officer,Head of Compliance,Chief Information Officer,Head of Internal Audit
,5,GLC-Linked,KWSP Investment Division (Alternative Assets),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
,5,GLC-Linked,KWSP Investment Division (Direct Investments),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
,5,GLC-Linked,KWSP Investment Division (Real Estate),"Jasmine Goh (Head of Department – Digital Security) [Official: kwsp.gov.my/corporate/about-us/organisation-structure, conf 98]","Nora Badaruddin (Head of Department – Integrity & Corporate Governance) [Official: kwsp.gov.my, conf 98]","Ahmad Rizal Omar (Chief Financial Officer) [Official: kwsp.gov.my, conf 98]","Rozlina Abdul Samad (Head of Department – Risk Management) [Official: kwsp.gov.my, conf 98]","Chong Yee Leng (Head of Department – Operations Compliance) [Official: kwsp.gov.my, conf 98]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [Official: kwsp.gov.my, conf 98]","Mohammad Nasir Ismail (Head of Department – Internal Audit) [Official: kwsp.gov.my, conf 98]"
,5,GLC-Linked,Khazanah Nasional Berhad,"Not publicly disclosed on Executive Management page [Official: khazanah.com.my/responsible-stewardship/leadership/executive-management, Jul 2026. 9 executives listed, no CISO role. conf 95]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Faridah Bakar Ali (Chief Financial Officer) [Official: khazanah.com.my/Who-We-Are/Leadership, 2026-07-13]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined GRC+CRO+Compliance role]","Dato' Suhana Dewi Selamat (Head, Governance, Risk & Compliance) [Official: khazanah.com.my, conf 95 - combined role]","Dr Farid Mohamed Sani (Head, Digitalisation) [Official: khazanah.com.my/who-we-are/leadership, 2026-07-27 - closest CIO-equivalent; Datuk Hisham Hamdan is Chief Investment Officer (finance), not IT]","Not publicly disclosed on Executive Management page [Official: khazanah.com.my/responsible-stewardship/leadership/executive-management, Jul 2026. 9 executives listed, no Head of Internal Audit. conf 95]"
,5,GLC-Linked,Kumpulan Wang Simpanan Pekerja (KWSP),"Jasmine Goh (Head of Digital Security) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohd Dali Jasmin (Head of Integrity & Corporate Governance) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohamad Hafiz Kassim (Chief Finance Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Rozlina Abd Samad (Head of Risk Management) [kwsp.gov.my via Wayback, MEDIUM-75]","Chong Yee Leng (Head of Operational Compliance) [kwsp.gov.my via Wayback, MEDIUM-75]","Afhzal Abdul Rahman (Chief Digital Technology Officer) [kwsp.gov.my via Wayback, MEDIUM-75]","Mohammad Nasir Ismail (Head of Internal Audit) [kwsp.gov.my via Wayback, MEDIUM-75]"
,5,GLC-Linked,Lembaga Tabung Haji,"Shamsul Kamal Hussein Kamal (Chief Information Technology Officer, CISO-equivalent) [Official: tabunghaji.gov.my/peneraju-th, conf 75]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) + Mohd Hasraff Hashim (Head of Integrity & Governance) [Composite] [Official: tabunghaji.gov.my/peneraju-th],"Shamsul Bahar Shamsudin (Group Executive Director, Finance) [Official: tabunghaji.gov.my/peneraju-th]; Mustakim Mohamad (was Group Exec Dir Finance, now CEO since 6 May 2025) [News: bharian.com.my]",Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Syahril Nizam Abu Hasan (Chief Risk & Compliance Officer) [Official: tabunghaji.gov.my/peneraju-th],Shamsul Kamal Hussein Kamal (Chief Information Technology Officer) [Official: tabunghaji.gov.my/peneraju-th],Abu Bakar Baba (Group Chief Internal Auditor) [Official: tabunghaji.gov.my/peneraju-th]
,5,GLC-Linked,MARA (Majlis Amanah Rakyat),"Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]","Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]","Dr. Azmi bin Amat Murjan (Pengarah Kewangan / Director of Finance; also Deputy DG Investment) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 80]","Siti Aminah binti Haji Ismail (Pengarah Pengurusan Risiko dan Inspektorat / Director of Risk Management & Inspectorate) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","Shuhaimi bin Man (Ketua Unit Integriti / Head of Integrity Unit — covers compliance, anti-corruption, governance) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 80]","Fatimah binti Mat Ghani (Pengarah Teknologi Maklumat / Director of IT) [Official: MARA org chart 11 Aug 2025, OCR-verified, conf 85]","Not publicly disclosed on MARA website [Official: mara.gov.my, conf 85]"
,5,GLC-Linked,Maybank (Khazanah-linked),"DUPLICATE OF MAYBANK BERHAD [Already at 7/7 in DB. This ""Khazanah-linked"" entry is the same entity (Khazanah holds ~11.5% of Maybank). Recommend removing row or marking as duplicate. Do NOT re-research.]",Mohamed Rezwan Abdullah Ismail (Group CRO) + Inn Yiow (Group CCO) [Group-level: Maybank] [DUPLICATE: Same as Maybank Berhad],Shafiq Abdul Jabbar [DUPLICATE: Same as Maybank Berhad],Mohamed Rezwan Abdullah Ismail [DUPLICATE: Same as Maybank Berhad],Inn Yiow (Group Chief Compliance Officer) [RocketReach/ZoomInfo] [DUPLICATE: Same as Maybank Berhad],Giorgio Migliarina (Group Chief Technology & Digital Officer) [DUPLICATE: Same as Maybank Berhad],Azian Ismail (Chief Audit Executive) [TheOrg] [DUPLICATE: Same as Maybank Berhad]
,5,GLC-Linked,PNB Capital Berhad,"Aishah Farha Mohd Raih (PNB Group CISO, inherited) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; conf 85]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
,5,GLC-Linked,PNB Equity Fund Berhad,"Aishah Farha Mohd Raih (PNB Group CISO, inherited) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; conf 85]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption] [INHERITED from PNB - product brand governance]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90] [INHERITED from PNB - product brand governance]"
,5,GLC-Linked,Penang State Development Corporation (PSDC),"SMALL FIRM — No publicly disclosed CISO [Official: psdc.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of GRC [Official: psdc.com.my, conf 80]","SMALL FIRM — No publicly disclosed CFO [Official: psdc.com.my, conf 80]","SMALL FIRM — No publicly disclosed CRO [Official: psdc.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Compliance [Official: psdc.com.my, conf 80]","SMALL FIRM — No publicly disclosed CIO [Official: psdc.com.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Internal Audit [Official: psdc.com.my, conf 80]"
,5,GLC-Linked,Permodalan BSN Berhad (PBSNB),"Not publicly disclosed on PBSNB website [Official: pbsn.com.my, conf 85]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/staff/wong-ching-fai-christopher/, conf 90 - same person as CRO and Compliance; combined Risk and Compliance title functionally covers GRC]","Suzylah Mohamed Noor (Head of Finance and HR Shared Services) [Official: pbsn.com.my/management-team/, conf 90]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]","Wong Ching Fai @ Christopher (Head of Risk and Compliance) [Official: pbsn.com.my/management-team/, conf 95]","Not publicly disclosed on PBSNB website [Official: pbsn.com.my, conf 85]","Not publicly disclosed on PBSNB website [Official: pbsn.com.my, conf 85]"
,5,GLC-Linked,Permodalan Nasional Berhad (PNB),"Aishah Farha Mohd Raih (CISO) [LinkedIn: my.linkedin.com/in/aishah-farha-mohd-raih-a22034b; speaker at GITEX AI ASIA, Bursa Malaysia panel; CISA+CFCP certified; PNB confirmed as current org, conf 90]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90]","Mohd Irwan Ahmad Mustafa (Group Chief Strategy & Financial Officer) [pnb.com.my, HIGH-90]","Mohd Azmir Mohd Jani (Chief Risk Officer) [pnb.com.my, HIGH-90]","Sahlawati Mustafa (Group Head, Compliance & Integrity) [pnb.com.my, HIGH-90]","Ts Izzat Aziz (Group Chief Technology Officer, PNB Group) [PNB Integrated Report 2024 / pnb.com.my/en/leadership-en, conf 90 - PNB Group CTO, won PIKOM CIO of the Year Award for AI Adoption]","Noramly Bachok @ Abdul Aziz (Group Head, Internal Audit) [pnb.com.my, HIGH-90]"
,5,GLC-Linked,Permodalan Negeri Selangor Berhad (PNSB),"Not publicly disclosed on PNSB website [Official: pnsb.com.my, conf 85]","Mohammed Hanafi Bin Muhi (Senior Manager – Integrity, Audit & Governance) [Official: pnsb.com.my/info-korporat/, conf 90]","Ahmad Zamwawi Bin Ahmad Nazari (Senior General Manager – Finance) [Official: pnsb.com.my/info-korporat/, conf 95]","Mohammed Hanafi Bin Muhi (Senior Manager - Integriti, Audit & Governans) [Official: pnsb.com.my/info-korporat/, conf 80 - Integrity function in Malaysian GLCs typically subsumes enterprise risk; same person as Head of GRC and IA]","Mohammed Hanafi Bin Muhi (Senior Manager - Integriti, Audit & Governans) [Official: pnsb.com.my/info-korporat/, conf 75 - Integriti (Integrity) function in Malaysian GLCs typically includes compliance; same person as Head of GRC and CRO]","Not publicly disclosed on PNSB website [Official: pnsb.com.my, conf 85]","Mohammed Hanafi Bin Muhi (Senior Manager – Integrity, Audit & Governance) [Official: pnsb.com.my/info-korporat/, conf 95]"
,5,GLC-Linked,Sabah State Financial Corporation (SSFC),"SMALL FIRM — No publicly disclosed CISO [Official: ssfc.sabah.gov.my, conf 80]","SMALL FIRM — No publicly disclosed Head of GRC [Official: ssfc.sabah.gov.my, conf 80]","SMALL FIRM — No publicly disclosed CFO [Official: ssfc.sabah.gov.my, conf 80]","SMALL FIRM — No publicly disclosed CRO [Official: ssfc.sabah.gov.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Compliance [Official: ssfc.sabah.gov.my, conf 80]","SMALL FIRM — No publicly disclosed CIO [Official: ssfc.sabah.gov.my, conf 80]","SMALL FIRM — No publicly disclosed Head of Internal Audit [Official: ssfc.sabah.gov.my, conf 80]"
,5,GLC-Linked,Sarawak State Financial Corporation (SSFC),"Not publicly disclosed on SEDC management team page. SEDC has 13 management team members; no dedicated CISO role. IT security likely under Group Digital & Technology (Tuan Haji Nor Azlan Husaini, Acting Head). [Official: sedc.com.my/management-team/, conf 95]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Encik Leo Lanaiwong (Group Chief Financial Officer) [Official: sedc.com.my/leadership-team/, conf 95]","Cik Khartini Johari (Head, Group Integrity and Risk Management) [Official: sedc.com.my/management-team/, conf 95]","Jason Minos (Head, Legal and Compliance / Chief Integrity and Governance Officer) [Official: dbos.gov.my/the-bank/our-leaders, conf 90 - Entity maps to Development Bank of Sarawak Berhad (DBOS), wholly Sarawak-owned DFI]","Tuan Haji Nor Azlan Husaini (Acting Head, Group Digital & Technology) [Official: sedc.com.my/management-team/, conf 95]","Encik Yap Yien Chiang (Head, Group Internal Audit) [Official: sedc.com.my/management-team/, conf 95]"
,5,GLC-Linked,Syarikat Jaminan Pembiayaan Perniagaan (SJPP),"Not publicly disclosed on SJPP website [Official: sjpp.com.my, conf 80]","Juanita Rusmini binti Abdul Jalil (Acting Principal Officer) [sjpp.com.my, HIGH-80]","Not publicly disclosed on SJPP website [Official: sjpp.com.my, conf 80]","Not publicly disclosed on SJPP website [Official: sjpp.com.my, conf 80]","Not publicly disclosed on SJPP website [Official: sjpp.com.my, conf 80]","Not publicly disclosed on SJPP website [Official: sjpp.com.my, conf 80]","Not publicly disclosed on SJPP website [Official: sjpp.com.my, conf 80]"
,6,Fintech Registered,CompareHero (by Jirnexu),"SHARES PARENT — Cybersecurity managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — GRC managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]",Khoon Eong Lim (Chief Financial Officer) — theorg.com/org/jirnexu/teams/leadership-team,"SHARES PARENT — No dedicated CRO; managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — No dedicated Compliance Head; managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — IT managed at Jirnexu group level (Jacky Yong, Head of Engineering) [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — IA managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]"
,6,Fintech Registered,Curlec Sdn Bhd,SHARES PARENT — Curlec acquired by Razorpay (2022); cybersecurity managed at Razorpay group level [conf 80],SHARES PARENT — GRC managed at Razorpay group level [conf 80],SHARES PARENT — No dedicated CFO for Malaysia; managed at Razorpay group level [conf 80],SHARES PARENT — No dedicated CRO for Malaysia; managed at Razorpay group level [conf 80],SHARES PARENT — No dedicated Compliance Head; managed at Razorpay group level [conf 80],SHARES PARENT — IT managed at Razorpay group level [conf 80],SHARES PARENT — IA managed at Razorpay group level [conf 80]
,6,Fintech Registered,FavePay Malaysia Sdn Bhd,SHARES PARENT — FavePay owned by Fave (acquired by Pine Labs 2021); cybersecurity managed at Pine Labs group level [conf 80],SHARES PARENT — GRC managed at Pine Labs group level [conf 80],SHARES PARENT — No dedicated CFO for Malaysia; managed at Pine Labs group level [conf 80],SHARES PARENT — No dedicated CRO; managed at Pine Labs group level [conf 80],SHARES PARENT — No dedicated Compliance Head; managed at Pine Labs group level [conf 80],Arzumy MD (Chief Technology Officer) — my.linkedin.com/in/arzumy,SHARES PARENT — IA managed at Pine Labs group level [conf 80]
,6,Fintech Registered,RinggitPlus (by Jirnexu),"SHARES PARENT — Cybersecurity managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — GRC managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]",Khoon Eong Lim (Chief Financial Officer) — shared parent Jirnexu — theorg.com/org/jirnexu/teams/leadership-team,"SHARES PARENT — No dedicated CRO; managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — No dedicated Compliance Head; managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — IT managed at Jirnexu group level (Jacky Yong, Head of Engineering) [Source: theorg.com/org/jirnexu, conf 70]","SHARES PARENT — IA managed at Jirnexu group level [Source: theorg.com/org/jirnexu, conf 70]"
,6,Fintech Registered,Stripe Payments Malaysia Sdn Bhd,"SHARES PARENT — Cybersecurity managed at Stripe Inc global level [Official: stripe.com, conf 85]","SHARES PARENT — GRC managed at Stripe Inc global level [Official: stripe.com, conf 85]","SHARES PARENT — No dedicated CFO for Malaysia; managed at Stripe Inc global level [Official: stripe.com, conf 85]","SHARES PARENT — No dedicated CRO for Malaysia; managed at Stripe Inc global level [Official: stripe.com, conf 85]","SHARES PARENT — No dedicated Compliance Head for Malaysia; managed at Stripe Inc global level [Official: stripe.com, conf 85]","SHARES PARENT — IT managed at Stripe Inc global level [Official: stripe.com, conf 85]","SHARES PARENT — IA managed at Stripe Inc global level [Official: stripe.com, conf 85]"
,6,Fintech Registered,iPay88 (M) Sdn Bhd,"Alex Wah|Head of IT Cum CISO|70|https://rocketreach.co/ipay88-management_b5e52ecdf42e67ac|iPay88 CISO (RocketReach source - MEDIUM confidence) [Parent: NTT DATA Payment Services (formerly GHL Systems Berhad), acquired by NTT DATA Japan]",SHARES PARENT — GRC managed at NTT DATA Payment Services group level (parent company) [conf 80],SHARES PARENT — No dedicated CFO for Malaysia; managed at NTT DATA Payment Services group level [conf 80],"Khushwant Singh (Group Chief Risk & Credit Officer, NTT DATA Payment Services - parent co formerly GHL Systems) [Source: LinkedIn linkedin.com/company/nttdataps/, conf 85 - confirmed via CRO Summit 2026 panel & eKYC webinar]",SHARES PARENT — No dedicated Compliance Head; managed at NTT DATA group level [conf 80],SHARES PARENT — IT managed at NTT DATA Payment Services group level [conf 80],SHARES PARENT — IA managed at NTT DATA Payment Services group level [conf 80]
,6,Fintech Sandbox,AEON Bank (M) Berhad,"Irfan Amer bin Mohd Ismail (confirmed full name)|Chief Information Security Officer|85|AEON Bank LinkedIn post (CSO30 ASEAN Awards 2024) + Malaysia Cyber Security Awards 2025 (Cybersecurity Professional of the Year)|AEON Bank CISO recognized at CSO30 ASEAN Awards 2024 and Cybersecurity Professional of the Year at Malaysia Cyber Security Awards 2025. Full surname not publicly confirmed (displayed as 'Irfan Amer bin Mohd Ismail (confirmed full name)' on award listings). [LinkedIn AEON Bank official posts + CSO30 awards, conf 85]",Kirenjeet Kaur|Chief Risk and Compliance Officer (GRAC)|80|https://www.aseanriskawards.com/kirenjeet-kaur-fateh-singh/|Leads four critical second-line functions incl. governance. Developed GRAC (Governance Risk Audit & Compliance) platform [ASEAN Risk Awards 2026],"Husna Abdul Hamid|Chief Financial Officer|90|https://my.linkedin.com/in/husna-abdul-hamid-90395aa2|Confirmed CFO at AEON Bank via LinkedIn profile (W.P. Kuala Lumpur), TheOfficialBoard listing, and AeroLeads. [LinkedIn + TheOfficialBoard + AeroLeads, conf 90]",Kirenjeet Kaur|Chief Risk and Compliance Officer|90|https://asiasamachar.com/2024/01/24/kirenjeet-kaur-navigates-risk-and-compliance-at-aeon-bank/|Chief Risk and Compliance Officer at AEON Bank (M) Berhad. Joined Feb 2023. Oversees market/liquidity/capital/credit/operational/technology risk + compliance + financial crime [AsiaSamachar Jan 2024 + ASEAN Risk Awards 2026],Kirenjeet Kaur|Chief Risk and Compliance Officer|90|https://asiasamachar.com/2024/01/24/kirenjeet-kaur-navigates-risk-and-compliance-at-aeon-bank/|Combined CRO+Compliance role at AEON Bank [AsiaSamachar + ASEAN Risk Awards],"Yew Jin Kang|Chief Technology Officer|85|https://fintechnews.my/56290/digital-banking-news-malaysia/aeon-bank-new-cto/|AEON Bank appointed Yew Jin Kang as CTO (Fintech News Malaysia article). Previously CTO at PLUS Malaysia. CTO function covers CIO/technology leadership at this digital bank. [Fintech News Malaysia + LinkedIn, conf 85]","Phang Chee Chong|Head of Internal Audit Division, AEON Credit Service (M) Berhad (shared service)|85|https://aeoncredit.com.my/wp-content/uploads/AEON-Credit-Corporate-Governance-Report-2026-2.pdf|Confirmed in AEON Credit CG Report 2026 Practice 11.2 — Head of Internal Audit Division [Official corporate governance report, conf 85]"
,6,Fintech Sandbox,AEON Bank Berhad,"SHARES PARENT — Cybersecurity managed at AEON Credit/AEON Bank group level [Official: aeonbank.com.my, conf 80]",Kirenjeet Kaur,"SHARES PARENT — No dedicated CFO publicly listed; managed at AEON group level [Official: aeonbank.com.my, conf 80]",Kirenjeet Kaur,Kirenjeet Kaur,"SHARES PARENT — IT managed at AEON group level (Lee Tyan Jen, Executive Director & Deputy CEO oversees IT) [Official: aeoncredit.com.my, conf 80]","SHARES PARENT — IA managed at AEON group level [Official: aeonbank.com.my, conf 80]"
,6,Fintech Sandbox,Boost Bank Berhad,"Shankar Krishnan|Chief Technology Officer / CISO|85|https://my.linkedin.com/in/shankyk|Boost Bank CTO who also holds CISO role [LinkedIn profile confirms ""CTO | CISO"" title; official leadership page myboostbank.co confirms CTO position — CISO function combined with CTO role at digital bank]","Abid Abdul Adam (Group Chief Risk and Compliance Officer, Axiata Group) [Official: axiata.com/about-us/our-people, conf 85 - GRC inherited from Axiata Group parent] [INHERITED from Axiata Digital Services - parent]",Steven Lim|Chief Financial Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CFO,Puteri Syurga|Chief Risk Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CRO,Dr Mohanamerry Vedamanikam|Chief Compliance Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank Chief Compliance Officer,Shankar Krishnan|Chief Technology Officer|95|https://myboostbank.co/our-leadership-boost-bank|Boost Bank CTO (maps to CIO/CTO role),Miraz Ahmed|Head of Internal Audit|80|https://my.linkedin.com/in/miraz-ahmed-76b20219|Head of Internal Audit at Boost Holding Sdn Bhd [LinkedIn confirmed. ~20 years telco/tower infrastructure audit experience in Bangladesh & Malaysia]
,6,Fintech Sandbox,GX Bank Berhad,"Not publicly disclosed on GX Bank leadership page [Official: gxbank.my/our-leadership, conf 85]",Kiyoka Thaam (CRO) + Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my],Kenneth Leong (Chief Financial Officer) [Official: gxbank.my/our-leadership],Kiyoka Thaam (Chief Risk Officer) [Official: gxbank.my/our-leadership],Nadia Farhan Noordin (Head of Compliance) [Official: gxbank.my/our-leadership],Nishant Sharma (Chief Technology Officer) [Official: gxbank.my/our-leadership],Karina Sivam (Head of Internal Audit) [Official: gxbank.my/our-leadership]
,6,Fintech Sandbox,Jirnexu (M) Sdn Bhd,"SMALL FIRM — No dedicated CISO; cybersecurity managed within engineering team [Source: theorg.com/org/jirnexu, conf 70]","SMALL FIRM — No dedicated Head of GRC [Source: theorg.com/org/jirnexu, conf 70]","Khoon Eong Lim (Chief Financial Officer) [Source: theorg.com/org/jirnexu, conf 70 - org chart lists CFO role]","SMALL FIRM — No dedicated CRO [Source: theorg.com/org/jirnexu, conf 70]","SMALL FIRM — No dedicated Head of Compliance [Source: theorg.com/org/jirnexu, conf 70]","Jacky Yong (Head of Engineering, CIO-equivalent) [Source: theorg.com/org/jirnexu, conf 65 - no dedicated CIO at 51-200 person fintech]","SMALL FIRM — No dedicated Head of Internal Audit [Source: theorg.com/org/jirnexu, conf 70]"
,6,Fintech Sandbox,KAF Digital Bank,"SMALL FIRM — No publicly disclosed CISO [Official: kafdigitalbank.com, conf 75]","SMALL FIRM — No publicly disclosed Head of GRC [Official: kafdigitalbank.com, conf 75]","Mohd Nizaruddin|Financial Controller (CFO equivalent)|75|https://my.linkedin.com/in/mohd-nizaruddin-mba-fcca-micpa-ca-m-9515a040|Financial Controller at KAF Digital Bank. Responsible for entire finance function, financial reporting, budgeting, forecasting, 5-year planning, regulatory reporting to BNM. MBA, FCCA, MICPA, CA (M) [LinkedIn confirmed]","SMALL FIRM — No publicly disclosed CRO [Official: kafdigitalbank.com, conf 75]","SMALL FIRM — No publicly disclosed Head of Compliance [Official: kafdigitalbank.com, conf 75]","SMALL FIRM — No publicly disclosed CIO [Official: kafdigitalbank.com, conf 75]","SMALL FIRM — No publicly disclosed Head of Internal Audit [Official: kafdigitalbank.com, conf 75]"
,6,Fintech Sandbox,KDI Save Sdn Bhd,SMALL FIRM — No publicly disclosed CISO [conf 75],SMALL FIRM — No publicly disclosed Head of GRC [conf 75],SMALL FIRM — No publicly disclosed CFO [conf 75],SMALL FIRM — No publicly disclosed CRO [conf 75],SMALL FIRM — No publicly disclosed Head of Compliance [conf 75],SMALL FIRM — No publicly disclosed CIO [conf 75],SMALL FIRM — No publicly disclosed Head of Internal Audit [conf 75]
,6,Fintech Sandbox,Ryt Bank Berhad,"Not publicly disclosed on Ryt Bank about page [Official: rytbank.my/about-us, conf 85]","Not publicly disclosed on Ryt Bank about page [Official: rytbank.my/about-us, conf 85]",Wilson Soon|Chief Financial Officer (Acting CEO)|95|https://www.rytbank.my/about-us/|Ryt Bank CFO; acting CEO after Melvin Ooi departure,Yeoh Xin Yi|Chief Risk Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CRO,Muhammad Nasir Bin Hassan|Chief Compliance Officer|95|https://www.rytbank.my/about-us/|Ryt Bank Chief Compliance Officer,Nic Ngoo|Chief Technology Officer|95|https://www.rytbank.my/about-us/|Ryt Bank CTO (maps to CIO/CTO role),"Not publicly disclosed on Ryt Bank about page [Official: rytbank.my/about-us, conf 85]"
,6,Fintech Sandbox,Ryt Bank Berhad (YTL Digital),"Not publicly disclosed on Ryt Bank about page [Official: rytbank.my/about-us, conf 85]","Not publicly disclosed on Ryt Bank about page [Official: rytbank.my/about-us, conf 85]",Wilson Soon,Yeoh Xin Yi,Muhammad Nasir Bin Hassan,Nic Ngoo,"Not publicly disclosed on Ryt Bank about page [Official: rytbank.my/about-us, conf 85]"
,6,Fintech Sandbox,SeaBank Malaysia Berhad,"SHARES PARENT — Cybersecurity managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — GRC managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — No dedicated CFO for Malaysia; managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — No dedicated CRO for Malaysia; managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — No dedicated Compliance Head for Malaysia; managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — IT managed at Sea Limited group level [Official: sea.com, conf 80]","SHARES PARENT — IA managed at Sea Limited group level [Official: sea.com, conf 80]"
